,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
998,998,0.990,0.990,0.990,0.990,0.990,0.981,0.752,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.942,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.919,0.990,0.919,0.990,0.990,0.919,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.812,0.990,0.938,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.801,0.814,0.814,0.812,0.678,0.801,0.990,0.990,0.990,0.990
999,999,0.976,0.976,0.993,0.976,0.976,0.989,0.942,0.976,0.976,0.976,0.944,0.634,0.929,0.929,0.615,0.929,0.976,0.976,0.847,0.976,0.976,0.993,0.976,0.934,0.901,0.934,0.966,0.934,0.934,0.955,0.976,0.654,0.929,0.847,0.927,0.976,0.591,0.929,0.813,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.976,0.992,0.756,0.927,0.921,0.591,0.723,0.966,0.927,0.976,0.927,0.976
1000,1000,0.083,0.835,0.107,0.949,0.083,0.144,0.938,0.937,0.083,0.112,0.083,0.083,0.083,0.083,0.084,0.083,0.083,0.083,0.083,0.083,0.083,0.107,0.909,0.929,0.152,0.412,0.924,0.938,0.938,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.929,0.083,0.083,0.083,0.083,0.929,0.938,0.925,0.906,0.922,0.930,0.925,0.906,0.925,0.083,0.083,0.083,0.083,0.377,0.906,0.083,0.083,0.083,0.083,0.083
1001,1001,0.848,0.848,0.940,0.848,0.848,0.978,0.704,0.848,0.940,0.848,0.940,0.848,0.848,0.848,0.896,0.848,0.848,0.848,0.846,0.848,0.848,0.889,0.848,0.848,0.798,0.848,0.848,0.848,0.709,0.873,0.848,0.848,0.848,0.848,0.848,0.848,0.791,0.848,0.791,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.710,0.848,0.873,0.717,0.848,0.848,0.791,0.709,0.717,0.848,0.848,0.848,0.848
1002,1002,0.086,0.086,0.912,0.086,0.086,0.661,0.700,0.086,0.086,0.086,0.086,0.754,0.086,0.086,0.086,0.754,0.086,0.086,0.086,0.086,0.086,0.932,0.086,0.730,0.936,0.383,0.086,0.086,0.851,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.936,0.936,0.763,0.086,0.936,0.086,0.763,0.763,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.086
1003,1003,0.936,0.936,0.936,0.936,0.936,0.936,0.825,0.936,0.936,0.824,0.936,0.936,0.936,0.936,0.909,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.825,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.832,0.936,0.909,0.936,0.936,0.936,0.824,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.824,0.936,0.821,0.936,0.824,0.936,0.936,0.936,0.936
1004,1004,0.770,0.770,0.990,0.770,0.770,0.977,0.939,0.770,0.868,0.770,0.990,0.358,0.356,0.358,0.346,0.358,0.770,0.770,0.770,0.770,0.770,0.989,0.770,0.770,0.954,0.770,0.941,0.770,0.940,0.968,0.770,0.731,0.358,0.770,0.731,0.770,0.670,0.358,0.887,0.770,0.770,0.941,0.941,0.770,0.770,0.770,0.770,0.770,0.941,0.941,0.770,0.616,0.731,0.770,0.728,0.650,0.931,0.731,0.770,0.731,0.770
1005,1005,0.693,0.693,0.975,0.693,0.640,0.772,0.678,0.693,0.693,0.640,0.975,0.693,0.693,0.693,0.618,0.693,0.693,0.693,0.693,0.693,0.693,0.931,0.693,0.693,0.666,0.639,0.571,0.693,0.717,0.877,0.693,0.693,0.693,0.693,0.693,0.693,0.518,0.693,0.797,0.693,0.693,0.792,0.805,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.797,0.693,0.743,0.693,0.693,0.693,0.693
1006,1006,0.909,0.909,0.956,0.909,0.909,0.912,0.502,0.909,0.909,0.793,0.842,0.708,0.909,0.909,0.886,0.909,0.909,0.909,0.708,0.909,0.909,0.960,0.909,0.667,0.921,0.898,0.909,0.518,0.667,0.921,0.909,0.708,0.909,0.708,0.909,0.589,0.587,0.909,0.839,0.909,0.909,0.909,0.738,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.573,0.909,0.673,0.606,0.673,0.667,0.909,0.909,0.909,0.909
1007,1007,0.965,0.965,0.965,0.965,0.965,0.933,0.679,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.884,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.804,0.965,0.804,0.965,0.804,0.804,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.751,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.757,0.965,0.757,0.751,0.757,0.757,0.965,0.965,0.965,0.965
1008,1008,0.918,0.918,0.572,0.964,0.918,0.978,0.888,0.910,0.918,0.888,0.572,0.918,0.918,0.918,0.327,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.910,0.918,0.977,0.918,0.910,0.891,0.918,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.967,0.918,0.977,0.918,0.918,0.918,0.828,0.918,0.918,0.918,0.918,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.978,0.918,0.918,0.918,0.918,0.918,0.918
1009,1009,0.964,0.964,0.977,0.922,0.964,0.964,0.269,0.919,0.964,0.599,0.678,0.663,0.964,0.964,0.672,0.964,0.964,0.964,0.663,0.964,0.964,0.977,0.919,0.964,0.913,0.964,0.746,0.647,0.723,0.964,0.964,0.663,0.964,0.663,0.964,0.795,0.746,0.964,0.964,0.964,0.964,0.913,0.771,0.964,0.964,0.964,0.964,0.767,0.964,0.964,0.964,0.730,0.525,0.926,0.905,0.922,0.759,0.964,0.964,0.964,0.964
1010,1010,0.417,0.417,0.766,0.417,0.618,0.626,0.584,0.417,0.417,0.618,0.766,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.766,0.417,0.703,0.736,0.417,0.417,0.703,0.784,0.766,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.736,0.784,0.417,0.417,0.766,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417
1011,1011,0.548,0.548,0.548,0.937,0.476,0.548,0.163,0.548,0.540,0.491,0.548,0.548,0.548,0.548,0.536,0.548,0.540,0.548,0.548,0.548,0.548,0.548,0.901,0.208,0.488,0.548,0.937,0.947,0.214,0.548,0.548,0.548,0.548,0.548,0.548,0.153,0.488,0.548,0.488,0.548,0.548,0.930,0.930,0.881,0.881,0.548,0.548,0.875,0.940,0.548,0.548,0.466,0.548,0.466,0.419,0.153,0.940,0.548,0.548,0.548,0.548
1012,1012,0.835,0.835,0.930,0.835,0.835,0.919,0.835,0.835,0.835,0.835,0.930,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.930,0.835,0.807,0.845,0.762,0.835,0.807,0.807,0.845,0.835,0.835,0.835,0.835,0.835,0.835,0.845,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.807,0.835,0.835,0.845,0.835,0.835,0.835,0.845,0.835,0.835,0.835,0.835,0.835,0.835
1013,1013,0.767,0.945,0.767,0.984,0.767,0.747,0.216,0.965,0.767,0.767,0.767,0.767,0.767,0.767,0.840,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.945,0.885,0.767,0.822,0.980,0.951,0.885,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.914,0.767,0.767,0.767,0.767,0.951,0.951,0.767,0.767,0.767,0.951,0.983,0.950,0.767,0.767,0.951,0.767,0.951,0.944,0.951,0.951,0.767,0.767,0.767,0.767
1014,1014,0.979,0.979,0.979,0.979,0.979,0.979,0.810,0.979,0.979,0.979,0.872,0.872,0.979,0.979,0.683,0.979,0.979,0.979,0.872,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.832,0.979,0.979,0.979,0.872,0.979,0.872,0.979,0.979,0.634,0.979,0.634,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.805,0.832,0.810,0.683,0.805,0.805,0.979,0.979,0.979,0.979
1015,1015,0.917,0.917,0.983,0.917,0.917,0.976,0.735,0.917,0.917,0.917,0.983,0.917,0.917,0.917,0.928,0.917,0.917,0.917,0.917,0.917,0.917,0.983,0.917,0.915,0.883,0.867,0.917,0.915,0.922,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.803,0.917,0.926,0.917,0.917,0.917,0.876,0.917,0.917,0.917,0.917,0.917,0.876,0.917,0.917,0.741,0.467,0.463,0.803,0.465,0.741,0.917,0.917,0.917,0.917
1016,1016,0.975,0.975,0.921,0.975,0.975,0.972,0.975,0.975,0.975,0.975,0.906,0.769,0.808,0.809,0.975,0.809,0.975,0.975,0.769,0.975,0.975,0.921,0.975,0.975,0.705,0.975,0.975,0.975,0.975,0.919,0.975,0.542,0.809,0.769,0.533,0.975,0.668,0.809,0.668,0.975,0.975,0.974,0.974,0.975,0.975,0.984,0.975,0.975,0.975,0.974,0.941,0.533,0.533,0.975,0.477,0.804,0.975,0.533,0.975,0.533,0.975
1017,1017,0.934,0.934,0.934,0.934,0.934,0.934,0.821,0.934,0.934,0.821,0.934,0.934,0.934,0.934,0.936,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.909,0.822,0.934,0.909,0.934,0.934,0.934,0.934,0.934,0.934,0.827,0.934,0.906,0.934,0.934,0.934,0.818,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.821,0.934,0.816,0.934,0.821,0.934,0.934,0.934,0.934
1018,1018,0.993,0.993,0.993,0.962,0.993,0.993,0.970,0.942,0.993,0.983,0.993,0.993,0.993,0.993,0.945,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.942,0.993,0.993,0.993,0.935,0.993,0.933,0.993,0.993,0.993,0.993,0.993,0.993,0.844,0.935,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.921,0.993,0.993,0.993,0.848,0.717,0.818,0.943,0.805,0.848,0.993,0.993,0.993,0.993
1019,1019,0.027,0.027,0.276,0.027,0.027,0.433,0.189,0.027,0.027,0.027,0.276,0.027,0.027,0.027,0.094,0.027,0.027,0.027,0.027,0.027,0.027,0.276,0.027,0.189,0.055,0.120,0.279,0.071,0.187,0.279,0.027,0.027,0.027,0.027,0.027,0.027,0.056,0.027,0.279,0.027,0.027,0.027,0.055,0.055,0.027,0.027,0.027,0.027,0.055,0.027,0.027,0.027,0.027,0.027,0.230,0.027,0.027,0.027,0.027,0.027,0.027
1020,1020,0.928,0.928,0.928,0.928,0.928,0.954,0.800,0.928,0.928,0.797,0.928,0.928,0.928,0.928,0.924,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.772,0.785,0.928,0.796,0.786,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.773,0.928,0.928,0.928,0.928,0.928,0.797,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.795,0.928,0.795,0.928,0.795,0.928,0.928,0.928,0.928
1021,1021,0.953,0.953,0.714,0.953,0.953,0.994,0.953,0.953,0.953,0.953,0.711,0.440,0.807,0.810,0.970,0.810,0.953,0.953,0.854,0.953,0.953,0.507,0.953,0.953,0.705,0.953,0.924,0.953,0.953,0.705,0.953,0.525,0.810,0.766,0.677,0.953,0.945,0.953,0.944,0.953,0.953,0.953,0.953,0.953,0.953,0.811,0.953,0.854,0.811,0.953,0.937,0.824,0.824,0.953,0.705,0.953,0.953,0.677,0.811,0.677,0.953
1022,1022,0.904,0.904,0.951,0.904,0.904,0.951,0.904,0.904,0.951,0.904,0.819,0.819,0.904,0.904,0.654,0.904,0.904,0.904,0.819,0.904,0.904,0.904,0.904,0.904,0.951,0.904,0.904,0.904,0.904,0.951,0.904,0.692,0.904,0.692,0.904,0.904,0.819,0.904,0.819,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.951,0.904,0.904,0.951,0.904,0.904,0.904,0.819,0.904,0.904,0.904,0.904,0.904,0.904
1023,1023,0.980,0.980,0.992,0.980,0.980,0.992,0.730,0.980,0.980,0.980,0.992,0.980,0.980,0.980,0.982,0.980,0.980,0.980,0.980,0.980,0.980,0.992,0.980,0.980,0.986,0.980,0.980,0.980,0.980,0.993,0.980,0.980,0.980,0.980,0.980,0.980,0.806,0.980,0.933,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.993,0.730,0.733,0.740,0.806,0.740,0.730,0.980,0.980,0.980,0.980
1024,1024,0.936,0.936,0.936,0.936,0.936,0.945,0.667,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.719,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.801,0.669,0.736,0.739,0.670,0.736,0.936,0.936,0.936,0.936,0.936,0.936,0.737,0.936,0.736,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.736,0.936,0.737,0.936,0.736,0.936,0.936,0.936,0.936
1025,1025,0.065,0.632,0.194,0.699,0.042,0.227,0.041,0.065,0.065,0.065,0.199,0.065,0.065,0.065,0.067,0.065,0.065,0.065,0.065,0.065,0.065,0.194,0.740,0.127,0.094,0.090,0.747,0.794,0.813,0.112,0.065,0.065,0.065,0.065,0.065,0.065,0.066,0.065,0.067,0.065,0.065,0.783,0.771,0.776,0.719,0.771,0.780,0.776,0.730,0.760,0.112,0.224,0.065,0.065,0.083,0.065,0.066,0.065,0.065,0.065,0.065
1026,1026,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980
1027,1027,0.787,0.787,0.851,0.787,0.819,0.787,0.776,0.787,0.787,0.819,0.851,0.787,0.787,0.787,0.650,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.848,0.787,0.984,0.776,0.787,0.848,0.787,0.787,0.787,0.787,0.787,0.787,0.984,0.787,0.963,0.787,0.787,0.852,0.852,0.787,0.787,0.787,0.787,0.787,0.852,0.787,0.787,0.787,0.787,0.787,0.963,0.787,0.787,0.787,0.787,0.787,0.787
1028,1028,0.717,0.717,0.988,0.717,0.682,0.946,0.794,0.717,0.717,0.682,0.717,0.717,0.717,0.717,0.863,0.717,0.717,0.717,0.717,0.717,0.717,0.929,0.717,0.717,0.929,0.717,0.717,0.794,0.717,0.929,0.717,0.717,0.717,0.717,0.717,0.717,0.794,0.717,0.863,0.717,0.717,0.863,0.863,0.717,0.717,0.929,0.835,0.717,0.863,0.717,0.717,0.717,0.863,0.835,0.863,0.717,0.863,0.717,0.717,0.717,0.717
1029,1029,0.990,0.990,0.990,0.990,0.990,0.990,0.792,0.990,0.990,0.990,0.938,0.938,0.990,0.990,0.745,0.990,0.990,0.990,0.938,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.909,0.990,0.990,0.990,0.938,0.990,0.938,0.990,0.990,0.733,0.990,0.910,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.667,0.919,0.667,0.842,0.667,0.667,0.990,0.990,0.990,0.990
1030,1030,0.990,0.990,0.990,0.968,0.990,0.990,0.954,0.969,0.990,0.958,0.960,0.960,0.990,0.990,0.909,0.990,0.990,0.990,0.960,0.990,0.990,0.990,0.969,0.990,0.990,0.990,0.801,0.896,0.990,0.990,0.990,0.960,0.990,0.960,0.990,0.886,0.801,0.990,0.760,0.990,0.990,0.990,0.751,0.990,0.990,0.990,0.990,0.829,0.990,0.990,0.990,0.990,0.884,0.817,0.829,0.793,0.990,0.990,0.990,0.990,0.990
1031,1031,0.961,0.961,0.740,0.961,0.961,0.995,0.961,0.961,0.954,0.961,0.737,0.484,0.828,0.832,0.974,0.832,0.961,0.961,0.832,0.961,0.961,0.741,0.961,0.961,0.732,0.961,0.935,0.961,0.961,0.732,0.961,0.506,0.832,0.801,0.664,0.961,0.950,0.961,0.950,0.961,0.961,0.961,0.961,0.961,0.961,0.835,0.961,0.871,0.835,0.961,0.948,0.830,0.830,0.961,0.732,0.961,0.961,0.664,0.835,0.664,0.961
1032,1032,0.363,0.363,0.931,0.363,0.472,0.824,0.847,0.363,0.363,0.472,0.931,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.931,0.363,0.847,0.722,0.785,0.363,0.363,0.847,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.837,0.847,0.363,0.363,0.363,0.363,0.363,0.722,0.847,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363,0.363
1033,1033,0.937,0.937,0.977,0.937,0.937,0.977,0.722,0.937,0.937,0.937,0.977,0.937,0.937,0.937,0.844,0.937,0.937,0.937,0.937,0.937,0.937,0.977,0.937,0.937,0.968,0.937,0.937,0.937,0.722,0.980,0.937,0.937,0.937,0.937,0.937,0.937,0.809,0.937,0.823,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.717,0.722,0.937,0.809,0.721,0.718,0.937,0.937,0.937,0.937
1034,1034,0.311,0.311,0.739,0.311,0.659,0.887,0.687,0.311,0.311,0.632,0.739,0.311,0.311,0.311,0.632,0.311,0.311,0.311,0.311,0.311,0.311,0.739,0.311,0.717,0.743,0.376,0.311,0.717,0.717,0.743,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.743,0.800,0.311,0.311,0.767,0.311,0.311,0.311,0.767,0.311,0.311,0.800,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311
1035,1035,0.395,0.395,0.917,0.395,0.395,0.988,0.823,0.395,0.395,0.395,0.917,0.395,0.395,0.395,0.721,0.395,0.395,0.395,0.395,0.395,0.395,0.917,0.395,0.395,0.858,0.395,0.395,0.395,0.823,0.870,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.858,0.858,0.395,0.395,0.858,0.395,0.395,0.395,0.858,0.395,0.395,0.858,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395
1036,1036,0.309,0.309,0.864,0.309,0.309,0.598,0.274,0.309,0.309,0.309,0.864,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.591,0.309,0.449,0.414,0.276,0.315,0.449,0.286,0.864,0.309,0.309,0.309,0.309,0.309,0.309,0.487,0.309,0.896,0.309,0.309,0.378,0.445,0.309,0.309,0.449,0.309,0.309,0.451,0.350,0.541,0.084,0.309,0.309,0.452,0.083,0.084,0.309,0.309,0.309,0.309
1037,1037,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982
1038,1038,0.292,0.359,0.443,0.845,0.395,0.398,0.261,0.292,0.292,0.292,0.370,0.370,0.292,0.292,0.292,0.292,0.292,0.292,0.370,0.292,0.292,0.443,0.809,0.463,0.341,0.271,0.599,0.886,0.732,0.292,0.292,0.440,0.292,0.370,0.292,0.292,0.292,0.359,0.292,0.292,0.292,0.656,0.686,0.780,0.864,0.881,0.884,0.780,0.882,0.651,0.292,0.292,0.292,0.359,0.292,0.395,0.292,0.292,0.292,0.292,0.292
1039,1039,0.513,0.513,0.832,0.513,0.513,0.837,0.623,0.513,0.513,0.591,0.837,0.513,0.513,0.513,0.581,0.513,0.513,0.513,0.513,0.615,0.513,0.916,0.513,0.615,0.818,0.726,0.912,0.615,0.615,0.832,0.513,0.513,0.513,0.513,0.513,0.513,0.912,0.513,0.916,0.513,0.513,0.832,0.818,0.513,0.513,0.832,0.513,0.912,0.913,0.513,0.513,0.513,0.513,0.513,0.832,0.513,0.513,0.513,0.513,0.513,0.513
1040,1040,0.951,0.951,0.951,0.951,0.834,0.951,0.813,0.951,0.951,0.834,0.867,0.867,0.951,0.951,0.951,0.951,0.951,0.951,0.867,0.951,0.951,0.951,0.951,0.833,0.951,0.951,0.951,0.833,0.833,0.951,0.951,0.867,0.951,0.867,0.951,0.951,0.701,0.951,0.701,0.951,0.951,0.951,0.721,0.951,0.951,0.692,0.951,0.951,0.951,0.951,0.951,0.726,0.692,0.692,0.694,0.951,0.726,0.951,0.951,0.951,0.951
1041,1041,0.017,0.577,0.024,0.769,0.022,0.029,0.743,0.726,0.108,0.017,0.025,0.017,0.017,0.017,0.107,0.017,0.017,0.017,0.017,0.017,0.017,0.024,0.730,0.761,0.053,0.155,0.693,0.761,0.782,0.025,0.017,0.017,0.017,0.017,0.017,0.017,0.801,0.017,0.025,0.017,0.017,0.744,0.761,0.737,0.685,0.731,0.742,0.737,0.685,0.737,0.025,0.017,0.017,0.017,0.473,0.685,0.017,0.017,0.017,0.017,0.017
1042,1042,0.067,0.588,0.091,0.566,0.061,0.145,0.046,0.067,0.067,0.067,0.058,0.067,0.067,0.067,0.088,0.067,0.067,0.067,0.067,0.067,0.067,0.157,0.586,0.050,0.371,0.092,0.577,0.587,0.823,0.287,0.067,0.067,0.067,0.067,0.067,0.067,0.131,0.067,0.131,0.067,0.067,0.853,0.853,0.624,0.600,0.853,0.586,0.624,0.802,0.594,0.090,0.587,0.067,0.067,0.092,0.067,0.067,0.067,0.067,0.067,0.067
1043,1043,0.960,0.960,0.853,0.960,0.960,0.935,0.823,0.960,0.960,0.960,0.746,0.864,0.960,0.960,0.899,0.960,0.960,0.960,0.864,0.853,0.960,0.960,0.960,0.852,0.746,0.853,0.960,0.852,0.852,0.960,0.960,0.864,0.960,0.864,0.960,0.960,0.824,0.960,0.824,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.716,0.960,0.960,0.960,0.960,0.960,0.960
1044,1044,0.959,0.959,0.981,0.959,0.959,0.959,0.779,0.959,0.959,0.959,0.981,0.959,0.959,0.959,0.928,0.959,0.959,0.959,0.959,0.959,0.959,0.981,0.959,0.959,0.985,0.959,0.704,0.959,0.779,0.827,0.959,0.959,0.959,0.959,0.959,0.959,0.812,0.959,0.827,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.780,0.781,0.959,0.812,0.780,0.780,0.959,0.959,0.959,0.959
1045,1045,0.527,0.527,0.984,0.527,0.527,0.937,0.600,0.527,0.527,0.527,0.984,0.527,0.527,0.527,0.578,0.527,0.527,0.527,0.527,0.527,0.527,0.937,0.527,0.527,0.805,0.527,0.817,0.527,0.527,0.820,0.527,0.527,0.527,0.527,0.527,0.527,0.760,0.527,0.820,0.527,0.527,0.937,0.984,0.527,0.527,0.937,0.527,0.527,0.937,0.527,0.527,0.527,0.527,0.527,0.805,0.527,0.527,0.527,0.527,0.527,0.527
1046,1046,0.909,0.909,0.932,0.909,0.909,0.969,0.909,0.909,0.909,0.909,0.931,0.647,0.660,0.647,0.947,0.647,0.909,0.909,0.651,0.909,0.909,0.674,0.909,0.909,0.929,0.909,0.920,0.909,0.909,0.929,0.909,0.619,0.647,0.909,0.619,0.909,0.722,0.909,0.722,0.909,0.909,0.909,0.955,0.909,0.909,0.809,0.909,0.651,0.646,0.909,0.881,0.657,0.657,0.909,0.929,0.909,0.909,0.619,0.646,0.619,0.909
1047,1047,0.702,0.702,0.903,0.702,0.702,0.870,0.633,0.702,0.702,0.702,0.902,0.702,0.702,0.702,0.789,0.702,0.702,0.702,0.702,0.702,0.702,0.986,0.702,0.702,0.899,0.702,0.701,0.633,0.768,0.899,0.702,0.702,0.702,0.702,0.702,0.702,0.866,0.702,0.986,0.702,0.702,0.830,0.830,0.702,0.702,0.931,0.702,0.702,0.931,0.830,0.702,0.702,0.702,0.702,0.931,0.702,0.702,0.702,0.702,0.702,0.702
1048,1048,0.974,0.974,0.974,0.974,0.974,0.974,0.815,0.974,0.974,0.882,0.974,0.974,0.974,0.974,0.921,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.881,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.786,0.974,0.974,0.974,0.974,0.974,0.904,0.974,0.974,0.974,0.974,0.780,0.974,0.974,0.974,0.854,0.806,0.974,0.811,0.974,0.811,0.974,0.974,0.974,0.974
1049,1049,0.049,0.781,0.085,0.920,0.078,0.082,0.182,0.049,0.049,0.078,0.066,0.049,0.049,0.049,0.050,0.049,0.049,0.049,0.049,0.049,0.049,0.085,0.857,0.919,0.124,0.284,0.899,0.919,0.888,0.300,0.049,0.049,0.049,0.049,0.049,0.049,0.071,0.049,0.049,0.049,0.049,0.919,0.921,0.864,0.864,0.903,0.908,0.906,0.864,0.906,0.049,0.049,0.049,0.049,0.186,0.049,0.049,0.049,0.049,0.049,0.049
1050,1050,0.649,0.649,0.932,0.649,0.649,0.734,0.649,0.649,0.673,0.649,0.733,0.504,0.649,0.649,0.585,0.649,0.649,0.649,0.504,0.649,0.649,0.932,0.649,0.649,0.919,0.649,0.494,0.649,0.649,0.727,0.649,0.504,0.649,0.504,0.649,0.649,0.571,0.649,0.571,0.649,0.649,0.829,0.834,0.649,0.649,0.829,0.649,0.494,0.649,0.649,0.631,0.500,0.649,0.649,0.728,0.649,0.649,0.649,0.649,0.649,0.649
1051,1051,0.913,0.913,0.913,0.913,0.850,0.913,0.830,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.961,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.850,0.913,0.913,0.961,0.850,0.850,0.961,0.913,0.913,0.913,0.913,0.913,0.913,0.819,0.913,0.819,0.913,0.913,0.913,0.851,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.847,0.913,0.913,0.913,0.913,0.913,0.913
1052,1052,0.048,0.781,0.073,0.919,0.048,0.081,0.173,0.048,0.048,0.048,0.074,0.048,0.048,0.048,0.049,0.048,0.048,0.048,0.048,0.048,0.048,0.067,0.857,0.912,0.110,0.279,0.899,0.912,0.891,0.314,0.048,0.048,0.048,0.048,0.048,0.048,0.053,0.048,0.053,0.048,0.048,0.915,0.884,0.864,0.867,0.904,0.910,0.908,0.867,0.908,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
