,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
2561,2561,0.099,0.099,0.048,0.099,0.316,0.409,0.099,0.099,0.099,0.050,0.099,0.229,0.099,0.099,0.099,0.099,0.324,0.099,0.099,0.480,0.099,0.072,0.088,0.833,0.099,0.099,0.099,0.099,0.718,0.051,0.072,0.103,0.099,0.099,0.099,0.099,0.099,0.051,0.099,0.099,0.099,0.051,0.099,0.099,0.405,0.051,0.088,0.099,0.099,0.099,0.091,0.047,0.099,0.063,0.071,0.099,0.099,0.099,0.100,0.099,0.099
2562,2562,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.191,0.164,0.191,0.164,0.164,0.109,0.164,0.164,0.109,0.109,0.164,0.164,0.109,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.109,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.164,0.109,0.164,0.164,0.164,0.164,0.164,0.164,0.164
2563,2563,0.424,0.424,0.424,0.424,0.424,0.424,0.407,0.424,0.424,0.424,0.424,0.421,0.424,0.424,0.424,0.424,0.421,0.424,0.424,0.432,0.424,0.424,0.045,0.424,0.424,0.424,0.048,0.424,0.424,0.083,0.083,0.083,0.424,0.424,0.424,0.424,0.424,0.045,0.424,0.424,0.424,0.424,0.083,0.424,0.424,0.424,0.083,0.424,0.424,0.424,0.424,0.045,0.424,0.078,0.045,0.424,0.424,0.424,0.424,0.424,0.424
2564,2564,0.684,0.684,0.684,0.867,0.596,0.596,0.684,0.684,0.684,0.684,0.684,0.908,0.467,0.596,0.596,0.467,0.910,0.684,0.684,0.770,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.899,0.684,0.684,0.348,0.684,0.684,0.684,0.684,0.684,0.901,0.684,0.684,0.684,0.684,0.684,0.684,0.862,0.684,0.684,0.684,0.891,0.684,0.684,0.770,0.684,0.327,0.321,0.684,0.335,0.684,0.335,0.684,0.684
2565,2565,0.960,0.960,0.960,0.834,0.820,0.820,0.960,0.960,0.960,0.960,0.960,0.834,0.863,0.820,0.820,0.863,0.834,0.960,0.960,0.693,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.693,0.960,0.960,0.960,0.834,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.809,0.960,0.960,0.960,0.960,0.693,0.815,0.960,0.960,0.834,0.960,0.960,0.960,0.960,0.960
2566,2566,0.321,0.321,0.321,0.321,0.640,0.860,0.321,0.321,0.321,0.321,0.321,0.321,0.466,0.321,0.321,0.321,0.321,0.321,0.321,0.687,0.321,0.852,0.687,0.852,0.775,0.321,0.321,0.321,0.783,0.687,0.852,0.837,0.553,0.321,0.321,0.321,0.321,0.687,0.321,0.321,0.321,0.687,0.775,0.775,0.321,0.687,0.343,0.775,0.321,0.321,0.687,0.321,0.777,0.687,0.321,0.687,0.775,0.321,0.321,0.321,0.321
2567,2567,0.935,0.935,0.935,0.935,0.818,0.907,0.935,0.935,0.935,0.935,0.935,0.651,0.694,0.884,0.884,0.694,0.250,0.935,0.935,0.730,0.935,0.935,0.935,0.746,0.815,0.935,0.935,0.935,0.763,0.787,0.935,0.864,0.935,0.935,0.935,0.935,0.935,0.730,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.878,0.935,0.935,0.935,0.935,0.547,0.935,0.935,0.831,0.935,0.569,0.935,0.835,0.935,0.935
2568,2568,0.048,0.017,0.063,0.010,0.389,0.071,0.075,0.017,0.048,0.047,0.048,0.010,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.093,0.048,0.047,0.047,0.086,0.042,0.010,0.048,0.051,0.048,0.047,0.047,0.042,0.048,0.048,0.048,0.048,0.048,0.126,0.048,0.048,0.048,0.018,0.031,0.018,0.047,0.051,0.063,0.031,0.047,0.048,0.047,0.048,0.048,0.048,0.028,0.048,0.048,0.048,0.126,0.048,0.048
2569,2569,0.151,0.151,0.113,0.151,0.758,0.734,0.151,0.151,0.151,0.234,0.151,0.151,0.234,0.633,0.633,0.234,0.151,0.140,0.151,0.133,0.151,0.109,0.089,0.077,0.122,0.151,0.151,0.151,0.613,0.087,0.205,0.151,0.151,0.151,0.151,0.151,0.151,0.718,0.151,0.151,0.151,0.216,0.151,0.151,0.221,0.216,0.174,0.151,0.194,0.151,0.221,0.139,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151
2570,2570,0.925,0.925,0.925,0.925,0.783,0.681,0.925,0.925,0.925,0.925,0.925,0.447,0.925,0.856,0.856,0.925,0.925,0.925,0.925,0.728,0.925,0.925,0.757,0.276,0.925,0.925,0.925,0.925,0.790,0.757,0.925,0.821,0.925,0.925,0.925,0.925,0.925,0.681,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.849,0.925,0.681,0.790,0.925,0.925,0.925,0.681,0.925,0.925
2571,2571,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.167,0.131,0.131,0.108,0.101,0.167,0.131,0.167,0.131,0.131,0.167,0.723,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.297,0.131,0.131,0.196,0.101,0.167,0.040,0.131,0.131,0.108,0.131,0.131,0.108,0.131,0.131,0.297,0.131,0.131,0.131,0.131,0.167,0.131,0.131,0.131,0.196,0.131,0.131,0.108,0.196,0.131,0.131,0.167,0.131
2572,2572,0.552,0.552,0.552,0.552,0.465,0.944,0.552,0.244,0.552,0.508,0.552,0.594,0.474,0.552,0.552,0.552,0.244,0.552,0.244,0.857,0.552,0.552,0.420,0.552,0.421,0.552,0.552,0.508,0.857,0.421,0.552,0.517,0.345,0.508,0.567,0.552,0.578,0.381,0.508,0.552,0.578,0.449,0.894,0.552,0.730,0.449,0.892,0.552,0.552,0.552,0.612,0.552,0.399,0.892,0.552,0.498,0.396,0.552,0.892,0.552,0.552
2573,2573,0.733,0.733,0.733,0.733,0.614,0.900,0.733,0.733,0.733,0.733,0.733,0.613,0.453,0.733,0.733,0.733,0.796,0.733,0.733,0.683,0.733,0.614,0.614,0.614,0.733,0.733,0.733,0.733,0.683,0.614,0.614,0.465,0.375,0.733,0.465,0.733,0.733,0.683,0.733,0.733,0.733,0.614,0.733,0.733,0.733,0.733,0.614,0.733,0.733,0.733,0.733,0.453,0.613,0.453,0.733,0.613,0.453,0.733,0.733,0.733,0.321
2574,2574,0.450,0.450,0.450,0.450,0.674,0.708,0.446,0.450,0.450,0.450,0.450,0.133,0.450,0.450,0.450,0.450,0.450,0.450,0.450,0.463,0.450,0.698,0.100,0.698,0.113,0.450,0.450,0.450,0.523,0.077,0.077,0.113,0.450,0.450,0.450,0.450,0.450,0.100,0.450,0.450,0.450,0.674,0.450,0.450,0.108,0.450,0.674,0.450,0.108,0.450,0.450,0.086,0.450,0.450,0.090,0.450,0.450,0.450,0.450,0.450,0.450
2575,2575,0.409,0.409,0.409,0.409,0.331,0.181,0.409,0.194,0.409,0.194,0.409,0.409,0.409,0.409,0.409,0.409,0.194,0.409,0.409,0.112,0.409,0.409,0.409,0.169,0.409,0.409,0.409,0.186,0.112,0.186,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.169,0.181,0.409,0.409,0.112,0.181,0.169,0.409,0.409,0.169,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409
2576,2576,0.362,0.362,0.091,0.362,0.672,0.407,0.129,0.362,0.362,0.091,0.362,0.474,0.445,0.362,0.362,0.445,0.474,0.362,0.362,0.168,0.362,0.163,0.094,0.106,0.362,0.362,0.362,0.362,0.689,0.098,0.078,0.362,0.362,0.362,0.362,0.362,0.362,0.113,0.362,0.362,0.362,0.094,0.169,0.362,0.362,0.098,0.168,0.362,0.362,0.362,0.077,0.139,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362
2577,2577,0.040,0.040,0.109,0.040,0.041,0.057,0.031,0.040,0.017,0.087,0.040,0.024,0.040,0.040,0.040,0.040,0.040,0.046,0.040,0.391,0.040,0.080,0.053,0.155,0.094,0.040,0.040,0.045,0.525,0.053,0.080,0.511,0.040,0.040,0.040,0.040,0.040,0.048,0.040,0.040,0.040,0.088,0.104,0.065,0.040,0.088,0.104,0.040,0.096,0.137,0.065,0.029,0.040,0.040,0.040,0.040,0.040,0.040,0.029,0.040,0.040
2578,2578,0.937,0.031,0.424,0.937,0.250,0.869,0.514,0.937,0.057,0.263,0.937,0.537,0.536,0.937,0.937,0.280,0.937,0.937,0.333,0.356,0.937,0.546,0.531,0.389,0.937,0.937,0.937,0.073,0.192,0.019,0.058,0.537,0.536,0.241,0.537,0.937,0.241,0.212,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.937,0.401,0.937,0.238,0.937,0.937,0.869,0.245,0.937,0.264,0.245,0.048,0.937,0.937,0.937,0.937
2579,2579,0.050,0.050,0.136,0.050,0.275,0.147,0.099,0.050,0.050,0.136,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.322,0.050,0.111,0.078,0.125,0.050,0.050,0.046,0.050,0.318,0.078,0.125,0.050,0.050,0.050,0.050,0.050,0.050,0.034,0.050,0.050,0.050,0.092,0.078,0.050,0.024,0.043,0.078,0.050,0.078,0.078,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
2580,2580,0.019,0.014,0.019,0.021,0.085,0.487,0.019,0.014,0.019,0.025,0.019,0.027,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.060,0.019,0.087,0.105,0.463,0.090,0.021,0.019,0.021,0.446,0.082,0.087,0.170,0.019,0.019,0.019,0.019,0.019,0.082,0.019,0.019,0.019,0.054,0.019,0.022,0.019,0.054,0.175,0.022,0.025,0.019,0.089,0.170,0.019,0.019,0.143,0.019,0.019,0.019,0.453,0.019,0.019
2581,2581,0.006,0.004,0.081,0.002,0.041,0.038,0.052,0.004,0.006,0.081,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.024,0.006,0.075,0.049,0.239,0.006,0.002,0.025,0.003,0.079,0.049,0.075,0.006,0.006,0.006,0.006,0.006,0.006,0.082,0.006,0.006,0.006,0.049,0.049,0.079,0.057,0.075,0.049,0.058,0.049,0.049,0.079,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
2582,2582,0.032,0.032,0.134,0.032,0.017,0.015,0.108,0.032,0.010,0.012,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.309,0.032,0.018,0.018,0.012,0.032,0.032,0.091,0.023,0.032,0.012,0.012,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.018,0.020,0.032,0.012,0.012,0.012,0.032,0.012,0.020,0.017,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
2583,2583,0.122,0.122,0.122,0.365,0.162,0.339,0.100,0.122,0.122,0.122,0.122,0.336,0.154,0.122,0.122,0.146,0.372,0.122,0.122,0.391,0.122,0.122,0.500,0.122,0.502,0.122,0.113,0.122,0.107,0.090,0.087,0.382,0.157,0.122,0.122,0.122,0.122,0.069,0.122,0.122,0.122,0.349,0.106,0.669,0.389,0.349,0.037,0.410,0.077,0.347,0.401,0.126,0.083,0.137,0.242,0.108,0.317,0.122,0.349,0.122,0.122
2584,2584,0.791,0.791,0.791,0.791,0.387,0.794,0.791,0.791,0.791,0.791,0.791,0.310,0.688,0.791,0.791,0.791,0.310,0.791,0.791,0.681,0.791,0.791,0.222,0.222,0.791,0.791,0.791,0.791,0.783,0.811,0.222,0.791,0.509,0.791,0.791,0.791,0.791,0.783,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.387,0.791,0.810,0.791,0.791,0.292,0.318,0.791,0.811,0.318,0.791,0.791,0.791,0.810,0.791
2585,2585,0.935,0.935,0.935,0.935,0.935,0.400,0.935,0.935,0.935,0.935,0.935,0.815,0.926,0.935,0.935,0.926,0.818,0.935,0.935,0.783,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.509,0.935,0.935,0.935,0.935,0.935,0.805,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.682,0.935,0.783,0.783,0.935,0.801,0.935,0.801,0.935,0.935
2586,2586,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.726,0.657,0.657,0.657,0.657,0.726,0.178,0.247,0.150,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.657,0.318,0.657,0.657,0.657,0.657,0.078,0.657,0.657,0.078,0.657,0.657,0.065,0.657,0.065,0.065,0.078,0.078,0.657,0.178,0.657,0.657,0.657,0.657,0.657
2587,2587,0.468,0.468,0.468,0.468,0.246,0.287,0.468,0.291,0.468,0.291,0.468,0.098,0.468,0.468,0.468,0.468,0.291,0.468,0.468,0.102,0.468,0.318,0.155,0.318,0.468,0.468,0.468,0.178,0.251,0.155,0.318,0.180,0.468,0.468,0.468,0.468,0.468,0.155,0.468,0.468,0.468,0.246,0.178,0.180,0.468,0.468,0.251,0.180,0.178,0.468,0.468,0.178,0.468,0.468,0.178,0.468,0.468,0.468,0.178,0.468,0.468
2588,2588,0.652,0.652,0.652,0.652,0.652,0.652,0.290,0.652,0.652,0.652,0.652,0.305,0.523,0.652,0.652,0.652,0.652,0.652,0.652,0.523,0.652,0.652,0.652,0.652,0.652,0.652,0.290,0.290,0.652,0.290,0.290,0.523,0.523,0.652,0.523,0.652,0.652,0.523,0.652,0.652,0.652,0.290,0.290,0.652,0.652,0.290,0.290,0.652,0.652,0.652,0.652,0.290,0.523,0.290,0.652,0.523,0.652,0.652,0.652,0.652,0.652
2589,2589,0.030,0.007,0.010,0.009,0.109,0.693,0.030,0.007,0.030,0.010,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.186,0.030,0.079,0.052,0.679,0.445,0.009,0.030,0.010,0.596,0.052,0.079,0.030,0.030,0.030,0.030,0.030,0.030,0.078,0.030,0.030,0.030,0.052,0.052,0.080,0.030,0.052,0.052,0.080,0.010,0.030,0.080,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
2590,2590,0.104,0.056,0.179,0.007,0.077,0.169,0.122,0.013,0.080,0.253,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.110,0.104,0.072,0.072,0.104,0.104,0.007,0.104,0.080,0.120,0.072,0.072,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.007,0.080,0.080,0.104,0.078,0.120,0.080,0.080,0.072,0.080,0.104,0.104,0.104,0.080,0.104,0.078,0.104,0.078,0.104,0.104
2591,2591,0.036,0.029,0.038,0.036,0.130,0.626,0.078,0.036,0.112,0.116,0.029,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.279,0.036,0.138,0.078,0.129,0.036,0.036,0.029,0.125,0.151,0.078,0.078,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.078,0.042,0.125,0.138,0.078,0.078,0.037,0.078,0.079,0.078,0.035,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036
2592,2592,0.358,0.358,0.358,0.358,0.358,0.358,0.351,0.358,0.358,0.358,0.358,0.309,0.358,0.358,0.358,0.358,0.309,0.358,0.358,0.426,0.358,0.358,0.358,0.358,0.358,0.358,0.044,0.358,0.358,0.076,0.076,0.076,0.358,0.358,0.358,0.358,0.358,0.044,0.358,0.358,0.358,0.358,0.076,0.358,0.358,0.358,0.076,0.358,0.358,0.358,0.358,0.044,0.358,0.044,0.358,0.358,0.358,0.358,0.358,0.358,0.358
2593,2593,0.027,0.026,0.051,0.009,0.180,0.027,0.061,0.010,0.048,0.053,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.185,0.027,0.049,0.049,0.032,0.027,0.009,0.070,0.049,0.027,0.049,0.049,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.049,0.040,0.049,0.034,0.049,0.074,0.050,0.034,0.034,0.053,0.024,0.027,0.024,0.056,0.027,0.047,0.027,0.047,0.027,0.027
2594,2594,0.112,0.112,0.112,0.392,0.176,0.357,0.091,0.112,0.112,0.112,0.112,0.354,0.153,0.112,0.112,0.150,0.397,0.112,0.112,0.393,0.112,0.112,0.528,0.112,0.530,0.112,0.123,0.112,0.108,0.123,0.096,0.389,0.153,0.112,0.112,0.112,0.112,0.069,0.112,0.112,0.112,0.355,0.151,0.706,0.431,0.355,0.042,0.464,0.078,0.419,0.454,0.127,0.084,0.172,0.244,0.109,0.351,0.112,0.351,0.112,0.112
2595,2595,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.412,0.170,0.412,0.170,0.170,0.390,0.170,0.170,0.390,0.390,0.170,0.236,0.208,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.390,0.170,0.412,0.170,0.170,0.205,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.135,0.135,0.135,0.165,0.135,0.165,0.135,0.135,0.293,0.293,0.135,0.135,0.135,0.170,0.205,0.170,0.170,0.170,0.144,0.170
2596,2596,0.046,0.046,0.185,0.046,0.609,0.554,0.307,0.046,0.046,0.185,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.455,0.046,0.175,0.131,0.131,0.607,0.046,0.181,0.046,0.486,0.082,0.175,0.046,0.046,0.046,0.046,0.046,0.046,0.536,0.046,0.046,0.046,0.486,0.148,0.046,0.127,0.148,0.148,0.046,0.192,0.127,0.046,0.286,0.046,0.605,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2597,2597,0.143,0.143,0.143,0.143,0.874,0.873,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.781,0.143,0.831,0.792,0.866,0.418,0.143,0.143,0.143,0.792,0.792,0.831,0.143,0.143,0.143,0.143,0.143,0.143,0.866,0.143,0.143,0.143,0.792,0.348,0.143,0.143,0.866,0.792,0.143,0.143,0.143,0.143,0.333,0.143,0.428,0.143,0.143,0.143,0.143,0.143,0.143,0.143
2598,2598,0.016,0.010,0.080,0.007,0.157,0.016,0.016,0.014,0.009,0.069,0.009,0.016,0.016,0.016,0.016,0.016,0.006,0.016,0.016,0.084,0.016,0.048,0.048,0.041,0.016,0.007,0.009,0.069,0.016,0.048,0.048,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.016,0.048,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
2599,2599,0.289,0.289,0.289,0.289,0.717,0.826,0.289,0.289,0.289,0.289,0.289,0.120,0.505,0.289,0.289,0.289,0.289,0.289,0.289,0.627,0.289,0.289,0.683,0.289,0.783,0.289,0.289,0.289,0.683,0.683,0.289,0.114,0.562,0.289,0.289,0.289,0.289,0.683,0.289,0.289,0.289,0.683,0.289,0.289,0.289,0.683,0.781,0.289,0.289,0.773,0.782,0.289,0.334,0.289,0.289,0.334,0.826,0.289,0.683,0.289,0.289
2600,2600,0.787,0.787,0.787,0.707,0.426,0.439,0.337,0.787,0.787,0.787,0.787,0.630,0.778,0.787,0.787,0.778,0.662,0.144,0.787,0.174,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.116,0.194,0.133,0.787,0.707,0.787,0.787,0.787,0.787,0.694,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.786,0.787,0.149,0.787,0.787,0.113,0.113,0.133,0.653,0.113,0.787,0.787,0.653,0.787,0.787
2601,2601,0.823,0.823,0.823,0.600,0.444,0.823,0.331,0.823,0.823,0.823,0.823,0.666,0.474,0.823,0.823,0.823,0.666,0.125,0.823,0.176,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.111,0.194,0.116,0.823,0.600,0.823,0.823,0.823,0.823,0.696,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.797,0.823,0.107,0.823,0.823,0.093,0.087,0.116,0.667,0.087,0.823,0.823,0.641,0.823,0.823
2602,2602,0.033,0.020,0.077,0.010,0.688,0.103,0.033,0.020,0.033,0.077,0.033,0.033,0.070,0.033,0.033,0.070,0.033,0.033,0.033,0.106,0.033,0.077,0.076,0.076,0.167,0.010,0.033,0.077,0.588,0.076,0.087,0.033,0.033,0.033,0.033,0.033,0.033,0.672,0.033,0.033,0.033,0.050,0.081,0.087,0.074,0.050,0.050,0.057,0.074,0.033,0.087,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
2603,2603,0.068,0.068,0.126,0.068,0.651,0.578,0.189,0.068,0.068,0.126,0.068,0.021,0.116,0.068,0.068,0.116,0.116,0.068,0.068,0.396,0.068,0.068,0.100,0.100,0.678,0.068,0.068,0.068,0.641,0.051,0.059,0.068,0.068,0.068,0.068,0.068,0.068,0.078,0.068,0.068,0.068,0.641,0.657,0.068,0.068,0.641,0.132,0.068,0.085,0.068,0.068,0.061,0.068,0.068,0.070,0.068,0.068,0.068,0.068,0.068,0.068
2604,2604,0.710,0.710,0.710,0.710,0.710,0.710,0.199,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.033,0.087,0.033,0.710,0.710,0.710,0.710,0.710,0.020,0.710,0.710,0.011,0.011,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.011,0.710,0.710,0.710,0.710,0.011,0.710,0.710,0.710,0.011,0.710,0.710,0.011,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710,0.710
2605,2605,0.139,0.139,0.113,0.236,0.183,0.237,0.060,0.139,0.342,0.115,0.139,0.112,0.253,0.158,0.158,0.253,0.240,0.121,0.342,0.172,0.139,0.100,0.100,0.057,0.139,0.139,0.139,0.139,0.196,0.149,0.141,0.141,0.139,0.139,0.139,0.139,0.139,0.071,0.139,0.139,0.139,0.139,0.139,0.121,0.113,0.139,0.080,0.121,0.172,0.139,0.139,0.069,0.139,0.139,0.046,0.139,0.250,0.139,0.245,0.139,0.139
2606,2606,0.135,0.036,0.069,0.015,0.546,0.133,0.135,0.036,0.135,0.069,0.135,0.194,0.135,0.135,0.135,0.135,0.194,0.135,0.135,0.105,0.135,0.069,0.048,0.061,0.135,0.015,0.135,0.069,0.399,0.048,0.064,0.135,0.135,0.135,0.135,0.135,0.135,0.105,0.135,0.135,0.135,0.061,0.064,0.061,0.135,0.069,0.054,0.064,0.054,0.135,0.061,0.200,0.135,0.135,0.105,0.135,0.135,0.135,0.135,0.135,0.182
2607,2607,0.863,0.014,0.863,0.863,0.112,0.863,0.863,0.863,0.015,0.101,0.863,0.369,0.863,0.863,0.863,0.863,0.369,0.863,0.863,0.893,0.863,0.863,0.046,0.863,0.159,0.863,0.863,0.046,0.863,0.011,0.046,0.159,0.863,0.863,0.863,0.863,0.863,0.159,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.046,0.863,0.863,0.050,0.863,0.863,0.024,0.863,0.076,0.863,0.024,0.863,0.863
2608,2608,0.144,0.144,0.185,0.144,0.075,0.568,0.144,0.144,0.138,0.184,0.144,0.144,0.231,0.144,0.144,0.144,0.144,0.144,0.144,0.374,0.144,0.123,0.100,0.049,0.147,0.144,0.144,0.178,0.659,0.100,0.123,0.144,0.324,0.144,0.144,0.144,0.144,0.658,0.144,0.144,0.144,0.052,0.144,0.177,0.195,0.052,0.064,0.144,0.084,0.216,0.177,0.121,0.165,0.144,0.178,0.165,0.144,0.144,0.178,0.365,0.144
2609,2609,0.896,0.896,0.896,0.896,0.896,0.896,0.372,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.130,0.896,0.231,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.130,0.071,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.071,0.896,0.896,0.071,0.896,0.071,0.896,0.896,0.896,0.896,0.896,0.896,0.896
2610,2610,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.226,0.136,0.226,0.136,0.123,0.093,0.136,0.136,0.093,0.093,0.136,0.136,0.093,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.093,0.093,0.226,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.093,0.136,0.136,0.136,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.136,0.093,0.136,0.136,0.136,0.136,0.136,0.093,0.136
2611,2611,0.205,0.205,0.130,0.205,0.311,0.205,0.295,0.205,0.205,0.130,0.205,0.096,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.427,0.205,0.205,0.082,0.082,0.205,0.205,0.050,0.205,0.313,0.072,0.047,0.205,0.205,0.205,0.205,0.205,0.205,0.017,0.205,0.205,0.205,0.205,0.051,0.205,0.051,0.039,0.124,0.205,0.047,0.051,0.205,0.017,0.205,0.205,0.012,0.205,0.205,0.205,0.205,0.205,0.205
2612,2612,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.076,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.076,0.863,0.076,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.076,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.076,0.863,0.863,0.076,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863
2613,2613,0.609,0.609,0.609,0.609,0.609,0.609,0.059,0.609,0.609,0.061,0.609,0.039,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.350,0.609,0.080,0.080,0.609,0.609,0.609,0.609,0.609,0.056,0.046,0.046,0.609,0.609,0.609,0.609,0.609,0.609,0.056,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.046,0.609,0.609,0.074,0.609,0.609,0.046,0.061,0.609,0.609,0.609,0.609,0.609
2614,2614,0.084,0.084,0.064,0.084,0.316,0.015,0.098,0.084,0.005,0.064,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.011,0.329,0.084,0.084,0.084,0.044,0.084,0.084,0.101,0.005,0.074,0.009,0.064,0.084,0.084,0.005,0.084,0.084,0.005,0.084,0.084,0.084,0.084,0.084,0.064,0.084,0.025,0.064,0.017,0.084,0.015,0.025,0.015,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.011,0.084,0.084
2615,2615,0.656,0.656,0.656,0.656,0.632,0.770,0.656,0.656,0.656,0.656,0.656,0.806,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.668,0.656,0.656,0.656,0.759,0.656,0.656,0.656,0.656,0.668,0.759,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.668,0.656,0.656,0.656,0.656,0.759,0.656,0.656,0.656,0.668,0.656,0.759,0.656,0.759,0.662,0.656,0.668,0.806,0.656,0.656,0.656,0.668,0.759,0.656
