,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
2086,2086,0.101,0.667,0.101,0.101,0.667,0.101,0.213,0.101,0.101,0.101,0.667,0.039,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.222,0.101,0.056,0.101,0.667,0.101,0.101,0.667,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.541,0.101,0.101,0.101,0.667,0.056,0.101,0.101,0.056,0.101,0.581,0.101,0.101,0.056,0.222,0.101,0.101,0.039,0.101,0.101,0.101,0.101,0.101,0.101
2087,2087,0.952,0.952,0.952,0.952,0.952,0.853,0.934,0.952,0.952,0.952,0.952,0.124,0.943,0.952,0.952,0.952,0.952,0.952,0.952,0.930,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.535,0.952,0.952,0.952,0.952,0.952,0.648,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.930,0.952,0.648,0.952,0.952,0.952,0.952,0.224,0.952,0.952
2088,2088,0.294,0.294,0.294,0.294,0.294,0.294,0.202,0.294,0.294,0.294,0.294,0.120,0.255,0.294,0.294,0.294,0.294,0.294,0.294,0.135,0.294,0.294,0.294,0.294,0.294,0.728,0.294,0.294,0.294,0.294,0.294,0.255,0.294,0.294,0.294,0.294,0.294,0.120,0.294,0.294,0.294,0.294,0.294,0.294,0.061,0.294,0.442,0.294,0.294,0.294,0.294,0.077,0.573,0.145,0.183,0.316,0.294,0.294,0.294,0.294,0.294
2089,2089,0.543,0.543,0.543,0.543,0.543,0.777,0.484,0.128,0.128,0.543,0.543,0.543,0.543,0.543,0.560,0.543,0.543,0.474,0.543,0.492,0.543,0.175,0.729,0.543,0.757,0.543,0.144,0.128,0.543,0.545,0.710,0.545,0.543,0.543,0.543,0.543,0.543,0.545,0.543,0.543,0.543,0.729,0.729,0.543,0.543,0.729,0.104,0.722,0.543,0.543,0.543,0.157,0.543,0.490,0.108,0.491,0.202,0.543,0.141,0.543,0.543
2090,2090,0.678,0.678,0.678,0.678,0.678,0.678,0.595,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.401,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.464,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.796,0.678,0.678,0.678,0.492,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678
2091,2091,0.607,0.607,0.607,0.515,0.607,0.457,0.120,0.607,0.647,0.607,0.607,0.640,0.607,0.607,0.607,0.607,0.640,0.607,0.607,0.492,0.607,0.097,0.607,0.607,0.607,0.607,0.146,0.607,0.607,0.457,0.607,0.607,0.407,0.607,0.607,0.607,0.607,0.833,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.383,0.564,0.607,0.190,0.701,0.420,0.607,0.055,0.595,0.607
2092,2092,0.914,0.914,0.914,0.914,0.914,0.914,0.575,0.914,0.914,0.914,0.914,0.591,0.796,0.904,0.914,0.904,0.914,0.914,0.289,0.536,0.914,0.914,0.914,0.914,0.914,0.970,0.914,0.914,0.914,0.914,0.914,0.287,0.914,0.914,0.914,0.914,0.914,0.721,0.914,0.914,0.914,0.914,0.914,0.914,0.531,0.914,0.914,0.914,0.914,0.914,0.914,0.308,0.768,0.531,0.914,0.768,0.914,0.914,0.914,0.914,0.914
2093,2093,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.495,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.874,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.495,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.943,0.889,0.495,0.495,0.889,0.889,0.889,0.889,0.889,0.889
2094,2094,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.681,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.681,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713
2095,2095,0.926,0.926,0.926,0.926,0.926,0.926,0.198,0.926,0.926,0.926,0.926,0.294,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.110,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.684,0.926,0.926,0.926,0.926,0.926,0.294,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.905,0.616,0.926,0.621,0.926,0.926,0.926,0.926,0.926
2096,2096,0.469,0.469,0.090,0.469,0.469,0.469,0.467,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.082,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.040,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469
2097,2097,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.856,0.202,0.447,0.447,0.447,0.856,0.447,0.447,0.713,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.795,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447
2098,2098,0.255,0.255,0.255,0.293,0.255,0.532,0.554,0.255,0.255,0.255,0.255,0.293,0.255,0.255,0.255,0.255,0.293,0.255,0.255,0.160,0.255,0.255,0.161,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.368,0.255,0.255,0.255,0.255,0.326,0.255,0.255,0.255,0.255,0.255,0.533,0.221,0.255,0.533,0.255,0.255,0.255,0.255,0.255,0.368,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
2099,2099,0.260,0.260,0.260,0.260,0.260,0.260,0.528,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.388,0.260,0.260,0.260,0.260,0.311,0.837,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.837,0.065,0.260,0.260,0.065,0.260,0.260,0.260,0.388,0.260,0.260,0.114,0.260,0.260,0.260,0.260,0.260,0.260
2100,2100,0.039,0.039,0.065,0.039,0.039,0.040,0.148,0.039,0.039,0.039,0.039,0.005,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.032,0.039,0.123,0.039,0.039,0.058,0.039,0.040,0.048,0.039,0.039,0.039,0.018,0.039,0.039,0.039,0.039,0.039,0.006,0.039,0.039,0.039,0.024,0.024,0.030,0.039,0.040,0.095,0.172,0.039,0.039,0.039,0.039,0.032,0.014,0.039,0.018,0.039,0.039,0.039,0.039,0.039
2101,2101,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.863,0.836,0.521,0.521,0.521,0.521,0.521,0.521,0.601,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.453,0.521,0.521,0.521,0.521,0.832,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.778,0.521,0.521,0.521,0.191,0.453,0.071,0.066,0.453,0.521,0.521,0.248,0.521,0.521
2102,2102,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.493,0.882,0.882,0.882,0.882,0.882,0.882,0.294,0.882,0.882,0.882,0.882,0.882,0.891,0.882,0.882,0.882,0.882,0.758,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.147,0.891,0.882,0.191,0.891,0.882,0.882,0.882,0.882,0.882
2103,2103,0.337,0.337,0.337,0.337,0.337,0.285,0.811,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.017,0.750,0.337,0.529,0.337,0.337,0.529,0.337,0.337,0.337,0.337,0.529,0.529,0.337,0.337,0.337,0.337,0.337,0.337,0.359,0.337,0.337,0.043,0.337,0.337,0.452,0.337,0.337,0.452,0.337,0.337,0.337,0.337,0.750,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337
2104,2104,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.836,0.882,0.882,0.882,0.882,0.882,0.281,0.808,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.611,0.882,0.882,0.611,0.611,0.611,0.882,0.882,0.882,0.882,0.488,0.611,0.611,0.882,0.882,0.882,0.882,0.882,0.317,0.882
2105,2105,0.817,0.817,0.817,0.817,0.817,0.817,0.534,0.817,0.817,0.817,0.817,0.287,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.371,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.535,0.553,0.817,0.817,0.817,0.817,0.783,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.805,0.163,0.817,0.310,0.817,0.817,0.817,0.852,0.817
2106,2106,0.280,0.280,0.280,0.280,0.280,0.242,0.250,0.280,0.280,0.280,0.280,0.820,0.280,0.280,0.280,0.280,0.820,0.280,0.280,0.573,0.280,0.280,0.280,0.280,0.072,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.072,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.606,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280
2107,2107,0.023,0.023,0.023,0.023,0.023,0.019,0.195,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.019,0.023,0.023,0.249,0.023,0.023,0.023,0.023,0.019,0.019,0.023,0.023,0.023,0.023,0.023,0.023,0.019,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.281,0.023,0.023,0.023,0.023,0.023,0.176,0.023,0.023,0.023,0.023,0.023
2108,2108,0.310,0.310,0.310,0.310,0.310,0.310,0.423,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.163,0.310,0.126,0.310,0.310,0.513,0.795,0.310,0.310,0.310,0.310,0.319,0.290,0.310,0.310,0.310,0.158,0.310,0.310,0.310,0.310,0.310,0.310,0.310,0.795,0.434,0.310,0.310,0.199,0.310,0.560,0.310,0.332,0.455,0.310,0.310,0.290,0.310,0.310,0.310,0.310,0.310
2109,2109,0.143,0.143,0.236,0.143,0.143,0.247,0.305,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.402,0.143,0.143,0.143,0.143,0.247,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.112,0.143,0.143,0.143,0.143,0.143,0.247,0.143,0.143,0.247,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.468,0.143,0.143
2110,2110,0.523,0.523,0.523,0.523,0.523,0.523,0.527,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.009,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.049,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.069,0.523,0.523,0.523,0.523,0.523,0.523
2111,2111,0.822,0.822,0.822,0.822,0.822,0.822,0.073,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.073,0.822,0.363,0.822,0.822,0.822,0.822,0.822,0.985,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.985,0.822,0.822,0.822,0.822,0.822,0.822,0.080,0.822,0.260,0.822,0.822,0.822,0.822,0.822,0.822,0.822
2112,2112,0.051,0.051,0.051,0.051,0.051,0.051,0.538,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.020,0.051,0.051,0.139,0.667,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.054,0.667,0.667,0.051,0.051,0.079,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051
2113,2113,0.012,0.072,0.012,0.012,0.072,0.014,0.072,0.012,0.012,0.012,0.072,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.007,0.013,0.072,0.075,0.012,0.008,0.012,0.012,0.012,0.071,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.010,0.007,0.012,0.008,0.008,0.070,0.009,0.012,0.012,0.007,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
2114,2114,0.498,0.498,0.138,0.498,0.498,0.498,0.320,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.552,0.498,0.498,0.498,0.498,0.127,0.498,0.498,0.498,0.498,0.498,0.138,0.498,0.498,0.498,0.498,0.498,0.498,0.200,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.634,0.498,0.498,0.498,0.552,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498
2115,2115,0.063,0.349,0.063,0.063,0.349,0.018,0.119,0.063,0.063,0.063,0.349,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.010,0.063,0.349,0.063,0.063,0.009,0.063,0.063,0.018,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.018,0.063,0.063,0.063,0.012,0.012,0.018,0.009,0.009,0.010,0.063,0.063,0.063,0.012,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
2116,2116,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.801,0.867,0.867,0.867,0.867,0.867,0.867,0.129,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.254,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.085,0.867,0.312,0.867,0.867,0.867,0.867,0.129,0.867,0.867
2117,2117,0.914,0.914,0.914,0.914,0.914,0.771,0.885,0.914,0.914,0.914,0.914,0.316,0.796,0.914,0.914,0.914,0.856,0.914,0.914,0.890,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.386,0.914,0.914,0.914,0.914,0.914,0.571,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.918,0.914,0.571,0.914,0.914,0.914,0.914,0.491,0.914,0.914
2118,2118,0.836,0.836,0.836,0.836,0.836,0.836,0.786,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.725,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.831,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.836,0.884,0.836,0.836,0.039,0.836,0.836,0.836,0.836,0.836,0.836
2119,2119,0.319,0.319,0.319,0.283,0.319,0.402,0.387,0.319,0.319,0.319,0.319,0.461,0.304,0.319,0.319,0.319,0.372,0.319,0.319,0.361,0.319,0.319,0.397,0.319,0.319,0.319,0.319,0.319,0.319,0.365,0.319,0.143,0.207,0.319,0.319,0.319,0.319,0.537,0.319,0.319,0.319,0.319,0.293,0.319,0.319,0.319,0.133,0.328,0.319,0.319,0.319,0.093,0.204,0.313,0.322,0.207,0.287,0.319,0.168,0.319,0.319
2120,2120,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.893,0.918,0.918,0.918,0.918,0.918,0.918,0.921,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.650,0.918,0.918,0.918,0.650,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.650,0.918,0.918,0.650,0.918,0.918,0.918,0.918,0.918
2121,2121,0.175,0.022,0.175,0.175,0.025,0.175,0.175,0.175,0.175,0.175,0.022,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.168,0.175,0.175,0.175,0.028,0.175,0.227,0.091,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.027,0.022,0.175,0.175,0.027,0.091,0.175,0.175,0.175,0.175,0.071,0.175,0.175,0.175,0.028,0.175,0.175,0.175,0.175,0.175
2122,2122,0.979,0.979,0.979,0.979,0.979,0.979,0.935,0.979,0.979,0.979,0.979,0.545,0.731,0.979,0.979,0.979,0.979,0.979,0.979,0.686,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.830,0.979,0.979,0.979,0.979,0.979,0.545,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.992,0.811,0.979,0.979,0.811,0.979,0.979,0.979,0.979,0.979
2123,2123,0.194,0.194,0.194,0.194,0.194,0.194,0.242,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.668,0.194,0.555,0.194,0.022,0.194,0.194,0.652,0.194,0.194,0.194,0.194,0.064,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.176,0.194,0.194,0.194,0.194,0.022,0.194,0.194,0.194,0.194,0.061,0.194,0.194,0.194,0.130,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194
2124,2124,0.136,0.136,0.136,0.136,0.136,0.621,0.820,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.338,0.136,0.136,0.136,0.136,0.136,0.136,0.077,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.174,0.136,0.136,0.136,0.152,0.237,0.129,0.273,0.152,0.871,0.139,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.035,0.136,0.034,0.136,0.136
2125,2125,0.155,0.068,0.155,0.155,0.155,0.145,0.353,0.068,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.146,0.155,0.143,0.155,0.155,0.318,0.543,0.068,0.155,0.155,0.143,0.143,0.155,0.303,0.155,0.155,0.155,0.155,0.087,0.155,0.155,0.155,0.131,0.126,0.543,0.319,0.028,0.039,0.319,0.155,0.155,0.155,0.155,0.303,0.212,0.155,0.075,0.155,0.155,0.192,0.155,0.155
2126,2126,0.214,0.214,0.214,0.214,0.214,0.893,0.873,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.332,0.214,0.214,0.319,0.214,0.214,0.214,0.214,0.214,0.214,0.211,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.454,0.214,0.214,0.214,0.214,0.214,0.893,0.342,0.214,0.893,0.214,0.214,0.214,0.214,0.377,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214
2127,2127,0.466,0.466,0.030,0.466,0.466,0.816,0.849,0.466,0.466,0.466,0.466,0.466,0.632,0.510,0.510,0.466,0.466,0.466,0.466,0.640,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.182,0.466,0.466,0.466,0.506,0.466,0.466,0.466,0.466,0.102,0.466,0.466,0.466,0.048,0.466,0.466,0.466,0.466,0.466
2128,2128,0.861,0.861,0.861,0.861,0.861,0.849,0.947,0.861,0.861,0.861,0.861,0.180,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.320,0.861,0.828,0.861,0.861,0.404,0.861,0.861,0.861,0.861,0.828,0.404,0.138,0.861,0.861,0.861,0.861,0.861,0.832,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.340,0.432,0.861,0.861,0.432,0.861,0.861,0.861,0.861,0.861
2129,2129,0.040,0.266,0.027,0.040,0.266,0.012,0.170,0.040,0.040,0.040,0.266,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.013,0.040,0.266,0.062,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.105,0.076,0.040,0.010,0.010,0.266,0.161,0.040,0.040,0.105,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
2130,2130,0.839,0.839,0.839,0.839,0.839,0.570,0.491,0.839,0.839,0.839,0.839,0.839,0.498,0.839,0.839,0.839,0.839,0.839,0.839,0.286,0.839,0.811,0.839,0.839,0.570,0.839,0.839,0.839,0.839,0.811,0.811,0.839,0.850,0.839,0.839,0.839,0.839,0.570,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.839,0.755,0.850,0.839,0.839,0.850,0.839,0.839,0.839,0.839,0.839
2131,2131,0.053,0.609,0.053,0.053,0.609,0.053,0.058,0.053,0.053,0.053,0.609,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.060,0.053,0.609,0.053,0.609,0.053,0.053,0.609,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.609,0.609,0.053,0.609,0.609,0.609,0.053,0.053,0.053,0.609,0.049,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053
2132,2132,0.847,0.847,0.847,0.847,0.847,0.856,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.922,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847
2133,2133,0.297,0.500,0.297,0.297,0.500,0.297,0.107,0.297,0.297,0.297,0.500,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.042,0.167,0.297,0.109,0.297,0.500,0.185,0.297,0.109,0.297,0.297,0.297,0.297,0.297,0.167,0.297,0.297,0.297,0.297,0.068,0.297,0.297,0.297,0.046,0.046,0.297,0.109,0.109,0.500,0.297,0.297,0.297,0.046,0.297,0.167,0.297,0.146,0.167,0.297,0.297,0.064,0.297,0.297
2134,2134,0.888,0.888,0.888,0.862,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.862,0.888,0.888,0.888,0.888,0.862,0.888,0.888,0.673,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.673,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.832,0.775,0.888,0.888,0.937,0.888,0.888,0.888,0.888,0.888
2135,2135,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.195,0.164,0.164,0.191,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.185,0.164,0.164,0.113,0.164,0.168,0.164,0.185,0.113,0.109,0.164,0.168,0.164,0.164,0.164,0.164,0.164,0.164,0.164
2136,2136,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.428,0.906,0.906,0.906,0.906,0.410,0.906,0.906,0.863,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.794,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.880,0.906,0.906,0.415,0.906,0.906,0.906,0.906,0.906,0.906
2137,2137,0.047,0.047,0.047,0.047,0.047,0.119,0.515,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.119,0.047,0.047,0.542,0.916,0.047,0.047,0.047,0.119,0.323,0.047,0.047,0.047,0.047,0.047,0.047,0.119,0.047,0.047,0.047,0.047,0.047,0.916,0.270,0.047,0.047,0.270,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047
2138,2138,0.056,0.285,0.028,0.056,0.285,0.056,0.051,0.056,0.056,0.056,0.285,0.087,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.014,0.056,0.285,0.043,0.056,0.040,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.108,0.056,0.056,0.056,0.057,0.100,0.056,0.012,0.012,0.285,0.267,0.056,0.056,0.043,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.087,0.056
2139,2139,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.145,0.043,0.043,0.043,0.043,0.083,0.043,0.043,0.773,0.043,0.043,0.043,0.043,0.043,0.643,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.453,0.043,0.043,0.043,0.043,0.043,0.043,0.643,0.043,0.043,0.043,0.043,0.798,0.798,0.931,0.043,0.033,0.043,0.043,0.043,0.043,0.043,0.043,0.043
2140,2140,0.028,0.122,0.028,0.028,0.122,0.028,0.155,0.028,0.028,0.028,0.122,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.147,0.028,0.022,0.028,0.122,0.030,0.028,0.020,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.014,0.014,0.028,0.010,0.014,0.036,0.144,0.028,0.028,0.009,0.200,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
