,id,l_3c_0,l_3c_1,l_3c_2,l_3c_3,l_3c_4,l_3c_5,l_3c_6,l_3c_7,l_3c_8,l_3c_9,sommet,class
505,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12641.0,1.0
506,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12666.0,1.0
507,507.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12696.0,0.0
508,508.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12714.0,1.0
509,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12728.0,1.0
510,510.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12768.0,0.0
511,511.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12780.0,1.0
512,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12816.0,0.0
513,513.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12846.0,0.0
514,514.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12856.0,0.0
515,515.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12877.0,1.0
516,516.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12918.0,0.0
517,517.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12949.0,0.0
518,518.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12958.0,1.0
519,519.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12993.0,0.0
520,520.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13005.0,0.0
521,521.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13029.0,1.0
522,522.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13055.0,1.0
523,523.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13088.0,0.0
524,524.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13115.0,0.0
525,525.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13135.0,1.0
526,526.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13157.0,1.0
527,527.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13175.0,0.0
528,528.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13219.0,1.0
529,529.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13243.0,0.0
530,530.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13255.0,1.0
531,531.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13278.0,0.0
532,532.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13318.0,1.0
533,533.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13342.0,0.0
534,534.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13363.0,1.0
535,535.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13375.0,0.0
536,536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13415.0,0.0
537,537.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13442.0,0.0
538,538.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13455.0,1.0
539,539.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13484.0,0.0
540,540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13521.0,0.0
541,541.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13529.0,0.0
542,542.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13569.0,0.0
543,543.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13581.0,0.0
544,544.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13610.0,0.0
545,545.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13644.0,1.0
546,546.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13661.0,1.0
547,547.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13687.0,1.0
548,548.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13704.0,1.0
549,549.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13727.0,0.0
550,550.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13769.0,0.0
551,551.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13784.0,0.0
552,552.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13807.0,1.0
553,553.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13830.0,0.0
554,554.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13866.0,1.0
555,555.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13894.0,1.0
556,556.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13921.0,0.0
557,557.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13949.0,0.0
558,558.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13968.0,0.0
559,559.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13988.0,0.0
560,560.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14019.0,0.0
561,561.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14030.0,1.0
562,562.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14067.0,1.0
563,563.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14075.0,1.0
564,564.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14103.0,0.0
565,565.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14136.0,0.0
566,566.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14153.0,1.0
567,567.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14178.0,0.0
568,568.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14204.0,0.0
569,569.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14235.0,1.0
570,570.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14255.0,0.0
571,571.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14292.0,0.0
572,572.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14311.0,1.0
573,573.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14346.0,0.0
574,574.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14356.0,0.0
575,575.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14393.0,1.0
576,576.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14415.0,0.0
577,577.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14438.0,0.0
578,578.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14456.0,0.0
579,579.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14483.0,1.0
580,580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14508.0,0.0
581,581.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14539.0,0.0
582,582.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14566.0,1.0
583,583.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14583.0,1.0
584,584.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14613.0,1.0
585,585.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14631.0,0.0
586,586.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14659.0,0.0
587,587.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14691.0,1.0
588,588.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14717.0,0.0
589,589.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14749.0,0.0
590,590.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14756.0,0.0
591,591.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14790.0,1.0
592,592.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14804.0,1.0
593,593.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14832.0,1.0
594,594.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14854.0,1.0
595,595.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14893.0,0.0
596,596.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14903.0,0.0
597,597.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14932.0,1.0
598,598.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14969.0,1.0
599,599.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14983.0,1.0
600,600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15007.0,0.0
601,601.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15033.0,0.0
602,602.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15058.0,0.0
603,603.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15078.0,0.0
604,604.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15116.0,1.0
605,605.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15138.0,1.0
606,606.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15161.0,0.0
607,607.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15177.0,0.0
608,608.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15210.0,1.0
609,609.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15239.0,1.0
610,610.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15258.0,0.0
611,611.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15296.0,0.0
612,612.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15317.0,1.0
613,613.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15334.0,1.0
614,614.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15365.0,1.0
615,615.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15392.0,1.0
616,616.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15407.0,1.0
617,617.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15434.0,1.0
618,618.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15450.0,1.0
619,619.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15488.0,0.0
620,620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15516.0,1.0
621,621.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15530.0,0.0
622,622.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15559.0,1.0
623,623.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15596.0,0.0
624,624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15611.0,0.0
625,625.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15628.0,1.0
626,626.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15665.0,0.0
627,627.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15693.0,1.0
628,628.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15702.0,1.0
629,629.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15729.0,1.0
630,630.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15767.0,1.0
631,631.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15782.0,0.0
632,632.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15817.0,0.0
633,633.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15848.0,1.0
634,634.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15862.0,1.0
635,635.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15887.0,0.0
636,636.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15903.0,0.0
637,637.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15925.0,1.0
638,638.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15951.0,0.0
639,639.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15982.0,1.0
640,640.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16006.0,0.0
641,641.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16029.0,0.0
642,642.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16061.0,0.0
643,643.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16080.0,1.0
644,644.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16106.0,0.0
645,645.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16137.0,0.0
646,646.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16166.0,1.0
647,647.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16180.0,1.0
648,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16202.0,1.0
649,649.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16239.0,1.0
650,650.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16264.0,0.0
651,651.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16293.0,1.0
652,652.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16311.0,1.0
653,653.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16343.0,1.0
654,654.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16366.0,1.0
655,655.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16382.0,1.0
656,656.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16417.0,1.0
657,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16430.0,1.0
658,658.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16471.0,0.0
659,659.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16483.0,1.0
660,660.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16510.0,0.0
661,661.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16527.0,1.0
662,662.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16564.0,1.0
663,663.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16576.0,1.0
664,664.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16617.0,0.0
665,665.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16635.0,0.0
666,666.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16659.0,1.0
667,667.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16681.0,0.0
668,668.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16709.0,0.0
669,669.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16726.0,0.0
670,670.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16752.0,1.0
671,671.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16784.0,1.0
672,672.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16803.0,1.0
673,673.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16839.0,1.0
674,674.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16874.0,0.0
675,675.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16884.0,0.0
676,676.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16900.0,0.0
677,677.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16932.0,0.0
678,678.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16972.0,1.0
679,679.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16999.0,0.0
680,680.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17006.0,1.0
681,681.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17029.0,1.0
682,682.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17060.0,1.0
683,683.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17082.0,0.0
684,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17111.0,1.0
685,685.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17142.0,0.0
686,686.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17157.0,0.0
687,687.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17191.0,1.0
688,688.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17221.0,0.0
689,689.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17241.0,0.0
690,690.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17269.0,1.0
691,691.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17287.0,1.0
692,692.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17310.0,1.0
693,693.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17329.0,1.0
694,694.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17355.0,1.0
695,695.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17384.0,0.0
696,696.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17411.0,1.0
697,697.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17431.0,0.0
698,698.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17474.0,0.0
699,699.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17475.0,0.0
700,700.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17505.0,1.0
701,701.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17533.0,1.0
702,702.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17557.0,1.0
703,703.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17586.0,1.0
704,704.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17615.0,1.0
705,705.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17633.0,0.0
706,706.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17657.0,0.0
707,707.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17680.0,0.0
708,708.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17700.0,1.0
709,709.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17742.0,1.0
710,710.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17762.0,1.0
711,711.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17778.0,1.0
712,712.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17819.0,0.0
713,713.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17834.0,0.0
714,714.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17861.0,0.0
715,715.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17885.0,0.0
716,716.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17903.0,0.0
717,717.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17926.0,1.0
718,718.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17959.0,1.0
719,719.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17977.0,0.0
720,720.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18018.0,1.0
721,721.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18044.0,0.0
722,722.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18054.0,1.0
723,723.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18083.0,0.0
724,724.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18103.0,0.0
725,725.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18146.0,0.0
726,726.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18174.0,0.0
727,727.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18178.0,0.0
728,728.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18224.0,0.0
729,729.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18233.0,0.0
730,730.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18265.0,0.0
731,731.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18281.0,0.0
732,732.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18311.0,1.0
733,733.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18344.0,1.0
734,734.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18366.0,1.0
735,735.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18379.0,1.0
736,736.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18405.0,1.0
737,737.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18431.0,0.0
738,738.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18454.0,1.0
739,739.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18478.0,0.0
740,740.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18505.0,1.0
741,741.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18531.0,1.0
742,742.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18567.0,1.0
743,743.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18582.0,1.0
744,744.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18605.0,0.0
745,745.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18631.0,1.0
746,746.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18657.0,1.0
747,747.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18680.0,1.0
748,748.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18718.0,1.0
749,749.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18740.0,1.0
750,750.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18758.0,1.0
751,751.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18780.0,1.0
752,752.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18805.0,1.0
753,753.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18839.0,0.0
754,754.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18862.0,1.0
755,755.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18881.0,1.0
756,756.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18906.0,0.0
757,757.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18935.0,1.0
